"Lab.Maj","Cond","pH","TSS","TSS_flg","TDS","TDS_flg","Ca","Ca_flg","Mg","Mg_flg","Na","Na_flg","K","K_flg","CO3","CO3_flg","HCO3","HCO3_flg","Alkalinity","Alkalinity_flg","Cl","Cl_flg","SO4","SO4_flg","SiO2","SiO2_flg","Fe","Fe_flg"
"K5688-6",793.00,7.80,4.00,"<",642.00,,70.40,,23.70,,73.10,,2.20,,1.00,"<",176.00,,144.00,,60.00,,223.00,,7.62,,4.00,"<"
"K5688-8",604.00,8.14,4.00,"<",454.00,,54.00,,19.70,,54.20,,1.97,,1.00,"<",150.00,,123.00,,34.70,,180.00,,7.13,,14.00,
"K5688-9",623.00,7.81,4.00,"<",490.00,,57.10,,19.50,,53.20,,2.14,,1.00,"<",158.00,,129.00,,34.50,,179.00,,7.49,,4.00,"<"
"K5691-1",658.00,7.83,4.00,"<",480.00,,62.20,,20.70,,58.20,,2.13,,1.00,"<",151.00,,124.00,,39.70,,189.00,,7.58,,4.00,"<"
"K5691-2",620.00,8.07,4.00,"<",438.00,,57.70,,20.80,,56.60,,2.02,,1.00,"<",162.00,,133.00,,36.00,,185.00,,7.21,,4.00,"<"
"K5691-3",646.00,8.07,4.00,"<",466.00,,57.80,,21.10,,57.20,,1.66,,1.00,"<",163.00,,133.00,,36.00,,186.00,,7.34,,4.00,"<"
"K5691-4",643.00,7.75,4.00,"<",462.00,,62.10,,19.90,,55.40,,1.96,,1.00,"<",177.00,,145.00,,36.30,,186.00,,7.79,,4.00,"<"
"K5691-5",781.00,7.80,4.00,"<",536.00,,73.70,,24.00,,73.40,,1.74,,1.00,"<",180.00,,147.00,,59.00,,221.00,,7.73,,4.00,"<"
"K5691-6",672.00,7.91,4.00,"<",472.00,,62.20,,20.70,,58.60,,1.67,,1.00,"<",165.00,,135.00,,39.90,,192.00,,7.58,,4.00,"<"
"K5696-1",673.00,7.91,4.00,"<",498.00,,56.20,,20.10,,58.00,,1.84,,1.00,"<",153.00,,125.00,,39.70,,188.00,,7.40,,4.00,"<"
"K5696-2",640.00,8.02,4.00,"<",480.00,,54.30,,19.70,,54.30,,2.58,,1.00,"<",148.00,,121.00,,35.20,,182.00,,7.23,,4.00,"<"
"K5696-3",642.00,8.01,4.00,"<",472.00,,54.40,,19.80,,54.80,,2.52,,1.00,"<",149.00,,122.00,,35.80,,183.00,,7.21,,4.00,"<"
"K5696-4",784.00,7.77,4.00,"<",584.00,,66.80,,22.70,,69.90,,2.15,,1.00,"<",168.00,,138.00,,57.60,,219.00,,7.58,,4.00,"<"
"K5696-5",805.00,7.76,4.00,"<",582.00,,68.00,,23.30,,72.70,,1.86,,1.00,"<",170.00,,139.00,,59.80,,221.00,,7.58,,4.00,"<"
"K5696-6",668.00,7.95,4.00,"<",488.00,,56.20,,20.10,,57.00,,2.25,,1.00,"<",151.00,,124.00,,39.50,,188.00,,7.21,,4.00,"<"
"K5709-1",694.00,7.95,5.92,,514.00,,60.20,,20.40,,63.60,,3.22,,1.00,"<",153.00,,126.00,,43.20,,195.00,,6.98,,4.00,"<"
"K5709-10",876.00,7.94,11.60,,642.00,,76.10,,25.10,,84.60,,2.93,,1.00,"<",174.00,,142.00,,69.20,,251.00,,7.68,,4.00,"<"
"K5709-11",595.00,7.90,4.39,,434.00,,59.30,,15.70,,48.80,,3.42,,1.00,"<",142.00,,116.00,,19.30,,191.00,,6.85,,4.00,"<"
"K5709-12",604.00,7.82,5.03,,402.00,,62.10,,15.20,,48.80,,2.34,,1.00,"<",144.00,,118.00,,21.50,,178.00,,6.59,,4.00,"<"
"K5709-13",881.00,7.89,17.00,,646.00,,77.80,,25.10,,84.10,,3.64,,1.00,"<",173.00,,141.00,,68.70,,255.00,,7.85,,4.00,"<"
"K5709-14",563.00,7.95,6.58,,406.00,,58.20,,13.80,,43.70,,3.37,,1.00,"<",143.00,,117.00,,15.00,,177.00,,6.55,,4.00,"<"
"K5709-15",600.00,7.85,17.50,,412.00,,62.10,,14.40,,45.20,,3.89,,1.00,"<",149.00,,122.00,,15.30,,195.00,,5.48,,4.00,"<"
"K5709-17",676.00,7.85,35.40,,484.00,,69.10,,17.30,,54.50,,3.77,,1.00,"<",153.00,,125.00,,18.40,,235.00,,1.79,,4.00,"<"
"K5709-18",642.00,7.97,4.00,"<",448.00,,58.10,,18.20,,55.60,,3.75,,1.00,"<",155.00,,127.00,,35.00,,181.00,,7.08,,4.00,"<"
"K5709-19",857.00,7.84,4.00,"<",604.00,,77.80,,26.30,,80.80,,1.00,,1.00,"<",177.00,,145.00,,64.80,,245.00,,8.26,,4.00,"<"
"K5709-2",734.00,7.83,6.94,,606.00,,63.90,,21.10,,67.50,,3.72,,1.00,"<",159.00,,130.00,,49.70,,207.00,,7.17,,4.00,"<"
"K5709-20",847.00,7.97,6.86,,620.00,,76.50,,26.20,,81.20,,1.05,,1.00,"<",178.00,,146.00,,67.70,,240.00,,8.24,,4.00,"<"
"K5709-21",678.00,8.03,1.46,,508.00,,61.60,,21.10,,60.50,,1.00,"<",1.00,"<",159.00,,130.00,,42.00,,187.00,,7.77,,4.00,"<"
"K5709-22",796.00,8.01,3.86,,546.00,,72.30,,24.70,,74.50,,1.09,,1.00,"<",171.00,,140.00,,60.30,,227.00,,8.07,,4.00,"<"
"K5709-23",856.00,8.01,5.29,,582.00,,75.40,,26.20,,82.90,,0.00,,1.00,"<",180.00,,148.00,,70.40,,239.00,,8.20,,4.00,"<"
"K5709-24",712.00,8.06,2.11,,618.00,,65.10,,22.40,,64.80,,1.00,"<",1.00,"<",161.00,,132.00,,48.00,,202.00,,7.90,,4.00,"<"
"K5709-25",895.00,7.97,10.80,,734.00,,77.10,,27.10,,88.30,,1.00,"<",1.00,"<",187.00,,153.00,,77.30,,245.00,,8.32,,4.00,"<"
"K5709-26",760.00,8.10,1.49,,618.00,,67.60,,23.20,,68.50,,1.00,"<",1.00,"<",166.00,,136.00,,54.20,,218.00,,7.94,,4.00,"<"
"K5709-27",923.00,7.97,25.70,,,,77.40,,28.30,,95.60,,1.30,,1.00,"<",190.00,,156.00,,85.10,,250.00,,7.34,,4.00,"<"
"K5709-28",1014.00,7.79,2373.00,,632.00,,79.40,,30.30,,111.00,,1.59,,1.00,"<",204.00,,167.00,,102.00,,264.00,,6.72,,7.91,
"K5709-29",615.00,7.86,3.47,,602.00,,55.50,,19.90,,50.50,,1.00,"<",1.00,"<",162.00,,133.00,,36.10,,160.00,,9.39,,4.00,"<"
"K5709-3",648.00,7.98,4.00,"<",520.00,,56.10,,19.00,,57.20,,3.31,,1.00,"<",148.00,,121.00,,36.50,,184.00,,7.04,,4.00,"<"
"K5709-30",824.00,7.73,7.88,,562.00,,73.50,,25.50,,79.00,,1.00,"<",1.00,"<",177.00,,145.00,,62.10,,234.00,,8.52,,4.00,"<"
"K5709-33",441.00,7.78,3974.00,,40.00,,46.80,,17.30,,23.30,,1.00,"<",1.00,"<",165.00,,135.00,,27.40,,70.20,,18.00,,4.69,
"K5709-4",767.00,7.78,3.90,,568.00,,65.40,,21.50,,69.80,,3.26,,1.00,"<",160.00,,132.00,,52.10,,211.00,,7.49,,4.00,"<"
"K5709-5",805.00,7.71,4.00,"<",586.00,,69.90,,22.90,,76.60,,3.11,,1.00,"<",168.00,,137.00,,60.40,,225.00,,7.60,,4.00,"<"
"K5709-6",877.00,7.84,9.45,,652.00,,76.20,,24.90,,84.10,,2.83,,1.00,"<",171.00,,140.00,,67.80,,249.00,,7.96,,4.00,"<"
"K5709-8",646.00,7.99,4.00,"<",454.00,,55.90,,18.70,,56.50,,2.94,,1.00,"<",148.00,,121.00,,36.20,,182.00,,7.15,,4.00,"<"
"K5709-9",771.00,7.81,16.70,,548.00,,67.70,,22.20,,73.00,,3.46,,1.00,"<",164.00,,135.00,,55.90,,213.00,,7.70,,4.00,"<"
"K5713-1",668.00,8.08,4.00,"<",458.00,,58.20,,20.50,,56.10,,2.62,,1.00,"<",134.00,,164.00,,37.90,,197.00,,7.30,,4.00,"<"
"K5713-2",760.00,7.76,6.37,,530.00,,67.90,,22.60,,66.80,,2.59,,1.00,"<",146.00,,178.00,,54.20,,217.00,,8.00,,4.00,"<"
"K5713-3",798.00,7.77,4.00,"<",564.00,,71.50,,23.70,,71.30,,2.65,,1.00,"<",151.00,,184.00,,60.00,,226.00,,8.13,,4.00,"<"
"K5713-4",864.00,7.87,7.28,,608.00,,78.00,,25.70,,78.60,,2.66,,1.00,"<",156.00,,190.00,,69.50,,249.00,,8.28,,4.00,"<"
"K5713-7",750.00,7.89,6.22,,514.00,,66.30,,22.60,,65.80,,2.24,,1.00,"<",146.00,,178.00,,52.70,,215.00,,7.83,,4.00,"<"
"K5713-8",736.00,7.96,4.00,"<",488.00,,66.50,,22.60,,65.40,,2.62,,1.00,"<",146.00,,178.00,,51.40,,211.00,,7.45,,4.00,"<"
"K5727-1",760.00,7.78,4.00,"<",534.00,,70.90,,23.70,,66.20,,1.84,,1.00,"<",173.00,,142.00,,52.50,,212.00,,8.24,,4.55,
"K5727-2",659.00,8.11,4.00,"<",448.00,,61.30,,21.70,,56.40,,1.71,,1.00,"<",161.00,,132.00,,37.70,,188.00,,7.36,,4.00,"<"
"K5727-3",739.00,7.79,4.00,"<",482.00,,69.70,,23.50,,65.30,,1.55,,1.00,"<",173.00,,142.00,,51.40,,208.00,,8.24,,4.00,"<"
"K5727-4",815.00,7.76,4.00,"<",574.00,,78.90,,25.80,,74.00,,2.09,,1.00,"<",181.00,,148.00,,62.00,,232.00,,8.50,,4.00,"<"
"K5727-5",844.00,7.84,4.00,"<",600.00,,80.90,,26.70,,76.80,,2.09,,1.00,"<",184.00,,151.00,,67.00,,239.00,,8.50,,4.00,"<"
"K5727-7",764.00,7.85,4.00,"<",522.00,,72.80,,24.20,,68.00,,1.70,,1.00,"<",174.00,,143.00,,54.10,,215.00,,7.90,,4.00,"<"
"K5742-1",739.00,7.98,4.00,"<",566.00,,67.00,,22.30,,63.30,,2.92,,1.00,"<",172.00,,141.00,,51.40,,211.00,,7.85,,4.14,
"K5742-10",616.00,8.30,4.00,"<",490.00,,67.60,,16.90,,50.10,,2.93,,1.00,"<",156.00,,127.00,,18.60,,208.00,,4.43,,4.00,"<"
"K5742-11",598.00,7.82,4.29,,461.00,,66.00,,16.00,,44.80,,2.65,,1.00,"<",155.00,,127.00,,17.70,,193.00,,6.78,,4.00,"<"
"K5742-12",565.00,8.19,51.50,,427.00,,63.80,,13.90,,43.50,,2.65,,1.00,"<",113.00,,93.00,,15.40,,190.00,,4.67,,4.00,"<"
"K5742-13",620.00,8.37,4.00,"<",475.00,,62.70,,18.60,,50.60,,2.65,,1.00,"<",154.00,,131.00,,29.70,,190.00,,6.91,,4.00,"<"
"K5742-14",798.00,7.87,4.00,"<",609.00,,76.30,,23.80,,69.70,,2.86,,1.00,"<",178.00,,146.00,,58.60,,235.00,,8.35,,4.00,"<"
"K5742-15",677.00,7.98,8.49,,483.00,,61.10,,20.80,,58.80,,2.34,,1.00,"<",158.00,,129.00,,50.80,,187.00,,6.01,,4.00,"<"
"K5742-16",771.00,7.80,6.07,,573.00,,71.70,,23.60,,68.40,,2.44,,1.00,"<",177.00,,145.00,,59.30,,220.00,,8.03,,8.39,
"K5742-19",695.00,8.13,1249.00,,528.00,,63.50,,21.30,,59.60,,2.88,,1.00,"<",159.00,,155.00,,50.10,,201.00,,5.41,,4.83,
"K5742-2",736.00,8.07,4.00,"<",510.00,,67.90,,22.50,,63.00,,3.00,,1.00,"<",171.00,,140.00,,51.10,,210.00,,7.53,,4.00,"<"
"K5742-21",685.00,8.33,4.00,"<",494.00,,64.00,,21.20,,59.20,,2.62,,1.00,"<",164.00,,137.00,,45.00,,200.00,,6.63,,4.14,
"K5742-22",806.00,7.83,4.00,"<",582.00,,73.00,,24.20,,72.90,,2.75,,1.00,"<",180.00,,147.00,,66.20,,229.00,,7.98,,4.00,"<"
"K5742-23",487.00,8.12,92.70,,345.00,,50.40,,20.80,,26.20,,3.73,,1.00,"<",186.00,,152.00,,33.10,,89.60,,11.50,,9.90,
"K5742-24",617.00,8.40,4.00,"<",438.00,,60.20,,20.50,,48.80,,3.18,,1.00,"<",162.00,,139.00,,36.90,,167.00,,8.77,,4.00,"<"
"K5742-25",774.00,7.87,4.00,"<",472.00,,72.60,,23.70,,67.00,,2.78,,1.00,"<",180.00,,148.00,,57.60,,222.00,,8.99,,4.00,"<"
"K5742-26",662.00,8.36,4.00,"<",434.00,,61.40,,20.80,,55.50,,2.53,,2.70,,158.00,,134.00,,39.30,,194.00,,7.28,,4.00,"<"
"K5742-27",827.00,7.99,4.00,"<",570.00,,76.80,,24.90,,73.60,,2.76,,1.00,"<",182.00,,149.00,,67.00,,240.00,,8.17,,4.00,"<"
"K5742-3",662.00,8.26,4.00,"<",428.00,,60.20,,20.90,,55.30,,2.93,,1.00,"<",163.00,,133.00,,39.10,,192.00,,7.00,,4.00,"<"
"K5742-4",659.00,8.27,4.00,"<",416.00,,60.60,,21.10,,55.50,,2.77,,1.00,"<",161.00,,132.00,,38.80,,192.00,,7.00,,4.00,"<"
"K5742-5",724.00,7.76,4.00,"<",446.00,,68.00,,22.30,,62.40,,3.47,,1.00,"<",171.00,,140.00,,50.10,,208.00,,7.98,,4.00,"<"
"K5742-6",843.00,7.83,4.00,"<",510.00,,79.10,,25.60,,75.10,,3.61,,1.00,"<",184.00,,150.00,,68.00,,243.00,,8.32,,4.00,"<"
"K5742-7",648.00,8.25,4.00,"<",461.00,,61.60,,20.50,,54.70,,2.70,,1.00,"<",162.00,,133.00,,38.20,,189.00,,7.28,,4.00,"<"
"K5742-8",810.00,7.94,4.00,"<",630.00,,75.00,,24.60,,72.70,,2.82,,1.00,"<",180.00,,148.00,,65.70,,232.00,,8.09,,4.00,"<"
"K5764-1",751.00,7.84,4.00,"<",566.00,,67.80,,21.70,,63.40,,3.52,,1.00,"<",172.00,,141.00,,51.40,,212.00,,7.66,,4.00,"<"
"K5764-2",723.00,7.95,4.00,"<",482.00,,64.40,,20.60,,59.60,,3.70,,1.00,"<",169.00,,138.00,,46.30,,202.00,,7.25,,4.00,"<"
"K5764-3",678.00,8.25,4.00,"<",468.00,,59.20,,20.40,,56.90,,3.44,,1.00,"<",161.00,,132.00,,39.40,,194.00,,6.83,,4.00,"<"
"K5764-4",657.00,8.29,4.00,"<",436.00,,58.40,,19.90,,54.90,,3.98,,1.00,"<",159.00,,130.00,,38.10,,189.00,,6.78,,4.00,"<"
"K5764-5",708.00,7.85,4.00,"<",510.00,,65.30,,20.60,,59.50,,3.58,,1.00,"<",167.00,,137.00,,44.60,,198.00,,7.60,,4.00,"<"
"K5775-1",1177.00,7.96,2050.00,,927.00,,102.00,,34.90,,108.00,,5.84,,1.00,"<",172.00,,141.00,,111.00,,392.00,,4.07,,4.00,"<"
"K5781-1",672.00,8.22,4.00,"<",565.00,,57.70,,20.50,,56.70,,4.14,,1.00,"<",159.00,,130.00,,39.60,,196.00,,6.76,,4.00,"<"
"K5781-2",686.00,7.85,4.00,"<",533.00,,63.40,,20.10,,57.50,,3.78,,1.00,"<",169.00,,138.00,,43.20,,196.00,,7.43,,4.00,"<"
"K5781-3",754.00,7.86,4.00,"<",585.00,,69.40,,21.70,,64.70,,4.18,,1.00,"<",178.00,,146.00,,54.00,,216.00,,7.77,,4.00,"<"
"K5781-4",839.00,7.89,4.00,"<",666.00,,76.50,,24.10,,73.80,,3.89,,1.00,"<",190.00,,156.00,,66.60,,240.00,,7.94,,4.00,"<"
"K5781-5",739.00,7.89,4.00,"<",563.00,,67.00,,21.10,,61.80,,4.19,,1.00,"<",176.00,,144.00,,50.30,,210.00,,7.51,,4.00,"<"
"K5781-7",702.00,7.92,4.00,"<",513.00,,65.60,,20.70,,60.30,,3.35,,1.00,"<",173.00,,142.00,,45.60,,200.00,,7.36,,4.00,"<"
"K5798-1",788.00,7.87,4.00,,521.00,,69.50,,22.40,,63.90,,3.69,,1.00,"<",165.00,,135.00,,45.00,,199.00,,7.90,,6.04,
"K5798-12",739.00,8.18,4.00,"<",484.00,,59.40,,21.50,,61.30,,2.49,,1.00,"<",153.00,,125.00,,41.50,,199.00,,7.36,,4.00,"<"
"K5798-13",685.00,7.77,4.00,"<",449.00,,60.10,,16.90,,49.20,,1.50,,1.00,"<",155.00,,127.00,,27.80,,185.00,,7.49,,4.00,"<"
"K5798-14",903.00,7.81,7.81,,615.00,,76.40,,24.70,,76.60,,1.81,,1.00,"<",179.00,,147.00,,63.60,,228.00,,8.67,,4.00,"<"
"K5798-15",705.00,8.23,4.00,"<",448.00,,58.70,,19.50,,56.60,,1.75,,1.00,"<",145.00,,119.00,,31.00,,197.00,,6.93,,4.00,"<"
"K5798-16",850.00,7.68,4.00,"<",571.00,,75.00,,22.80,,69.60,,1.82,,1.00,"<",175.00,,143.00,,53.40,,226.00,,8.69,,11.30,
"K5798-17",678.00,8.16,4.00,"<",441.00,,58.30,,16.50,,53.20,,1.83,,1.00,"<",142.00,,116.00,,20.90,,203.00,,5.86,,4.00,"<"
"K5798-18",680.00,7.75,4.00,"<",447.00,,66.80,,16.50,,50.30,,2.52,,1.00,"<",155.00,,127.00,,18.00,,197.00,,5.37,,4.00,"<"
"K5798-19",666.00,7.57,6.56,,455.00,,71.90,,16.80,,49.20,,1.82,,1.00,"<",160.00,,131.00,,16.80,,189.00,,7.17,,4.00,"<"
"K5798-2",807.00,7.85,4.00,"<",529.00,,70.80,,22.80,,66.30,,2.83,,1.00,"<",167.00,,137.00,,47.60,,205.00,,8.09,,4.00,"<"
"K5798-20",611.00,7.87,453.00,,400.00,,61.30,,12.30,,46.30,,3.07,,1.00,"<",155.00,,127.00,,12.60,,171.00,,4.64,,6.65,
"K5798-22",732.00,8.21,4.00,"<",473.00,,60.90,,22.20,,62.50,,2.86,,1.00,"<",151.00,,124.00,,41.80,,198.00,,7.28,,4.00,"<"
"K5798-23",782.00,7.97,4.17,,474.00,,68.00,,22.20,,65.20,,2.33,,1.00,"<",167.00,,137.00,,46.90,,199.00,,6.78,,12.10,
"K5798-24",885.00,7.91,5.68,,566.00,,77.60,,24.60,,76.00,,3.00,,1.00,"<",179.00,,147.00,,62.60,,224.00,,8.39,,4.02,
"K5798-26",712.00,8.20,14.00,,456.00,,60.30,,22.00,,59.10,,2.97,,1.00,"<",153.00,,126.00,,40.20,,190.00,,7.94,,4.03,
"K5798-27",667.00,7.85,4.00,"<",397.00,,63.00,,20.40,,49.70,,3.00,,1.00,"<",171.00,,140.00,,34.50,,153.00,,9.89,,4.00,"<"
"K5798-28",784.00,7.94,17.40,,525.00,,71.90,,22.90,,64.00,,3.12,,1.00,"<",182.00,,149.00,,48.60,,195.00,,9.61,,15.90,
"K5798-29",632.00,8.15,56.10,,412.00,,53.30,,20.30,,44.30,,3.26,,1.00,"<",170.00,,140.00,,35.60,,149.00,,9.33,,126.00,
"K5798-3",742.00,8.22,4.00,"<",498.00,,62.00,,22.70,,63.00,,2.90,,1.00,"<",155.00,,127.00,,40.10,,199.00,,7.51,,4.00,"<"
"K5798-31",801.00,8.25,50.00,,528.00,,62.60,,22.90,,69.70,,2.50,,1.00,"<",154.00,,126.00,,52.40,,212.00,,6.18,,4.00,"<"
"K5798-32",820.00,7.85,4.00,"<",528.00,,70.30,,23.10,,70.40,,2.78,,1.00,"<",170.00,,139.00,,53.20,,205.00,,6.55,,4.00,"<"
"K5798-33",803.00,7.90,4.00,"<",523.00,,71.70,,22.90,,68.60,,2.51,,1.00,"<",169.00,,139.00,,50.70,,203.00,,7.88,,4.00,"<"
"K5798-34",876.00,7.85,13.00,,549.00,,77.70,,23.90,,75.80,,2.22,,1.00,"<",176.00,,144.00,,58.70,,224.00,,8.24,,4.00,"<"
"K5798-35",897.00,8.23,7.04,,588.00,,74.40,,25.70,,80.60,,3.00,,1.00,"<",154.00,,126.00,,58.80,,224.00,,4.90,,4.00,"<"
"K5798-36",846.00,7.90,5.00,,557.00,,73.80,,23.70,,73.40,,2.61,,1.00,"<",176.00,,144.00,,57.40,,213.00,,8.45,,4.00,"<"
"K5798-37",1095.00,8.18,4.90,,760.00,,94.40,,31.10,,101.00,,3.62,,1.00,"<",163.00,,134.00,,87.20,,312.00,,4.77,,4.00,"<"
"K5798-38",1234.00,7.95,15.70,,865.00,,105.00,,34.90,,111.00,,4.17,,1.00,"<",171.00,,140.00,,99.80,,367.00,,4.84,,4.02,
"K5798-39",859.00,7.74,8.20,,565.00,,72.90,,23.70,,73.70,,2.32,,1.00,"<",186.00,,152.00,,59.00,,212.00,,8.86,,5.79,
"K5798-4",729.00,7.87,4.00,"<",484.00,,61.80,,20.80,,58.00,,2.36,,1.00,"<",160.00,,131.00,,38.60,,187.00,,7.96,,4.00,"<"
"K5798-41",1380.00,7.99,3240.00,,1007.00,,119.00,,40.60,,126.00,,5.98,,1.00,"<",172.00,,141.00,,108.40,,437.00,,3.66,,91.50,
"K5798-5",757.00,7.79,4.00,"<",509.00,,67.00,,21.50,,62.00,,2.24,,1.00,"<",163.00,,134.00,,42.50,,195.00,,8.13,,4.00,"<"
"K5798-6",937.00,7.83,4.00,"<",635.00,,82.50,,26.50,,80.70,,3.18,,1.00,"<",182.00,,149.00,,66.70,,240.00,,8.69,,5.64,
"K5798-7",734.00,8.25,4.00,"<",487.00,,60.60,,22.50,,63.00,,2.52,,1.00,"<",149.00,,122.00,,39.80,,197.00,,7.70,,4.43,
"K5798-8",715.00,7.91,4.00,"<",476.00,,64.00,,20.90,,58.80,,1.81,,1.00,"<",159.00,,130.00,,37.00,,185.00,,7.73,,6.85,
"K5798-9",921.00,7.87,4.00,"<",625.00,,79.20,,25.50,,79.20,,2.04,,1.00,"<",180.00,,147.00,,65.50,,237.00,,8.75,,4.00,"<"
"K5800-1",1386.00,7.86,3270.00,,1044.00,,118.00,,40.70,,125.00,,4.94,,1.00,"<",175.00,,143.00,,109.00,,438.00,,3.45,,10.00,
"K5800-2",1326.00,8.12,226.00,,984.00,,114.00,,40.00,,123.00,,5.07,,1.00,"<",170.00,,140.00,,102.00,,425.00,,3.51,,6.43,
"K5800-3",1307.00,8.15,42.60,,968.00,,111.00,,39.40,,118.00,,5.01,,1.00,"<",171.00,,140.00,,96.60,,414.00,,2.87,,10.10,
"K5800-4",1355.00,7.90,618.00,,998.00,,116.00,,40.40,,122.00,,4.81,,1.00,"<",181.00,,149.00,,106.00,,430.00,,3.10,,7.63,
"K5800-5",1352.00,7.89,2290.00,,993.00,,115.00,,40.40,,123.00,,5.05,,1.00,"<",180.00,,148.00,,104.00,,427.00,,3.12,,11.60,
"K5800-6",1324.00,7.88,2470.00,,975.00,,113.00,,38.80,,120.00,,5.10,,1.00,"<",179.00,,146.00,,103.00,,414.00,,3.68,,26.50,
"K5822-1",756.00,8.15,5.50,,484.00,,54.20,,21.60,,62.40,,3.67,,1.00,"<",157.00,,128.00,,40.20,,200.00,,7.10,,4.00,"<"
"K5822-2",766.00,7.88,4.00,"<",586.00,,59.90,,20.70,,60.50,,3.42,,1.00,"<",166.00,,136.00,,41.60,,193.00,,7.88,,4.00,"<"
"K5822-3",914.00,7.89,4.00,"<",612.00,,70.00,,24.60,,76.80,,3.36,,1.00,"<",184.00,,151.00,,62.60,,232.00,,8.32,,4.00,"<"
"K5822-4",933.00,7.95,4.00,"<",526.00,,72.10,,25.20,,78.70,,3.87,,1.00,"<",185.00,,152.00,,66.00,,239.00,,8.37,,4.00,"<"
"K5822-6",757.00,7.91,10.50,,480.00,,60.40,,21.10,,61.70,,3.46,,1.00,"<",168.00,,137.00,,43.80,,196.00,,7.81,,4.00,"<"
"K5822-8",779.00,7.97,4.00,"<",496.00,,60.20,,20.80,,60.80,,3.87,,1.00,"<",167.00,,137.00,,43.40,,196.00,,7.53,,4.00,"<"
"K5832-1",747.00,8.17,4.00,"<",452.00,,54.80,,22.00,,61.60,,3.87,,1.00,"<",154.00,,126.00,,40.30,,200.00,,7.13,,4.97,
"K5832-2",745.00,7.75,4.00,"<",422.00,,58.70,,20.40,,58.90,,3.42,,1.00,"<",160.00,,131.00,,38.90,,191.00,,7.75,,4.00,"<"
"K5832-3",903.00,7.78,4.00,"<",590.00,,69.30,,24.60,,75.60,,2.97,,1.00,"<",175.00,,144.00,,61.60,,230.00,,8.28,,4.00,"<"
"K5832-5",761.00,7.85,4.00,"<",448.00,,59.70,,20.70,,59.10,,4.14,,1.00,"<",160.00,,131.00,,41.30,,192.00,,7.47,,4.00,"<"
"K5832-6",764.00,7.78,4.00,"<",430.00,,58.80,,20.70,,60.20,,2.94,,1.00,"<",161.00,,132.00,,42.20,,194.00,,7.70,,4.00,"<"
"K5844-1",1062.00,8.14,4.00,"<",766.00,,61.30,,22.70,,64.40,,3.26,,1.00,"<",160.00,,131.00,,44.40,,200.00,,6.48,,4.06,
"K5844-2",766.00,7.77,4.70,,556.00,,65.70,,20.90,,60.20,,3.31,,1.00,"<",162.00,,133.00,,43.90,,190.00,,7.08,,4.00,"<"
"K5844-3",938.00,7.71,4.00,"<",666.00,,80.20,,26.30,,81.20,,3.34,,1.00,"<",183.00,,150.00,,68.90,,237.00,,7.83,,4.00,"<"
"K5844-5",775.00,7.83,4.00,"<",552.00,,65.60,,21.50,,61.70,,3.27,,1.00,"<",163.00,,134.00,,45.10,,191.00,,7.04,,4.00,"<"
"K5844-6",767.00,7.84,4.00,"<",540.00,,66.10,,21.50,,62.00,,2.88,,1.00,"<",164.00,,135.00,,45.20,,192.00,,6.89,,4.00,"<"
"K5856-1",722.00,7.74,0.00,,522.00,,63.50,,21.40,,61.10,,3.09,,1.00,"<",165.00,,135.00,,41.20,,195.00,,6.89,,4.00,"<"
"K5856-10",770.00,8.03,5.40,,512.00,,61.10,,21.90,,62.90,,2.81,,1.00,"<",163.00,,134.00,,39.80,,197.00,,6.27,,4.00,"<"
"K5856-11",1328.00,8.04,670.00,,960.00,,121.00,,39.50,,124.00,,4.03,,1.00,"<",210.00,,172.00,,108.00,,421.00,,5.78,,4.00,"<"
"K5856-12",897.00,7.82,4.50,,568.00,,74.70,,25.40,,77.20,,3.30,,1.00,"<",181.00,,148.00,,60.80,,228.00,,7.55,,4.00,"<"
"K5856-13",739.00,7.91,4.00,"<",498.00,,67.30,,18.10,,58.70,,3.20,,1.00,"<",156.00,,128.00,,22.90,,214.00,,6.03,,4.00,"<"
"K5856-14",850.00,7.79,4.00,"<",524.00,,73.20,,23.00,,71.80,,3.71,,1.00,"<",177.00,,145.00,,51.80,,222.00,,7.47,,4.00,"<"
"K5856-15",724.00,8.03,4.00,"<",514.00,,70.80,,17.70,,61.40,,4.56,,1.00,"<",155.00,,127.00,,20.80,,233.00,,5.48,,4.00,"<"
"K5856-16",775.00,8.00,17.00,,564.00,,74.80,,18.40,,62.90,,3.22,,1.00,"<",162.00,,133.00,,20.80,,241.00,,5.31,,4.00,"<"
"K5856-17",896.00,7.77,62200.00,,602.00,,79.50,,17.60,,59.50,,5.30,,1.00,"<",210.00,,172.00,,22.50,,237.00,,4.39,,4.89,
"K5856-18",774.00,8.03,11.60,,462.00,,62.90,,21.80,,64.20,,2.89,,1.00,"<",165.00,,135.00,,42.80,,195.00,,7.04,,4.00,"<"
"K5856-19",887.00,7.84,14.30,,574.00,,63.30,,23.50,,74.30,,2.47,,1.00,"<",177.00,,147.00,,59.20,,225.00,,8.45,,4.00,"<"
"K5856-2",675.00,7.79,4.00,"<",484.00,,63.30,,21.40,,61.00,,3.41,,1.00,"<",165.00,,135.00,,41.00,,195.00,,6.83,,4.00,"<"
"K5856-20",900.00,8.02,4.21,,552.00,,64.10,,24.60,,77.40,,2.38,,1.00,"<",172.00,,141.00,,60.20,,243.00,,6.78,,4.00,"<"
